"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","conn.in_enc_timed","conn.ou_enc_timed","conn.in_enc_count","conn.ou_enc_count","conn.in_tsize","conn.ou_tsize","conn.in_asize","conn.ou_asize","conn.in_rateps","conn.ou_rateps","attack"
"Http","4","76925","726","80","-1","24","2601000","-1","3","0","866","0","288.0","0.0","0.06818181818181818","0.0","true"
"Tcp","4","76925","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022727272727272728","0.0","true"
"Tcp","4","76925","66","80","-1","16","3703000","-1","2","0","140","0","70.0","0.0","0.045454545454545456","0.0","true"
"Http","4","76925","726","80","-1","24","1851000","-1","3","0","866","0","288.0","0.0","0.06818181818181818","0.0","true"
"Tcp","4","76925","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022727272727272728","0.0","true"
"Tcp","4","76925","66","80","-1","16","4511000","-1","2","0","140","0","70.0","0.0","0.045454545454545456","0.0","true"
"Http","4","76925","726","80","-1","24","3241000","-1","3","0","866","0","288.0","0.0","0.06818181818181818","0.0","true"
"Tcp","4","76925","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022727272727272728","0.0","true"
"Tcp","4","76925","66","80","-1","16","3799000","-1","2","0","140","0","70.0","0.0","0.045454545454545456","0.0","true"
"Http","4","76925","726","80","-1","24","2399000","-1","3","0","866","0","288.0","0.0","0.06818181818181818","0.0","true"
"Tcp","4","76925","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76925","66","80","-1","16","4026000","-1","2","0","140","0","70.0","0.0","0.044444444444444446","0.0","true"
"Http","4","76925","726","80","-1","24","1470000","-1","3","0","866","0","288.0","0.0","0.06666666666666667","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","66","80","-1","16","4988000","-1","2","0","140","0","70.0","0.0","0.044444444444444446","0.0","true"
"Http","4","76926","726","80","-1","24","2096000","-1","3","0","866","0","288.0","0.0","0.06666666666666667","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.022222222222222223","0.0","true"
"Tcp","4","76926","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76927","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.021739130434782608","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76928","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02127659574468085","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76929","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76930","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02040816326530612","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76931","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.02","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76932","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.0196078431372549","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76933","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76934","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.019230769230769232","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76935","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018867924528301886","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76936","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.018518518518518517","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76937","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01818181818181818","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76938","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017857142857142856","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76939","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017543859649122806","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76940","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.017241379310344827","0.0","true"
"Tcp","4","76941","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76942","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01694915254237288","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76943","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016666666666666666","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76944","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.01639344262295082","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76945","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76946","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76946","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76946","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
"Tcp","4","76946","66","80","-1","16","5001097000","-1","5","0","998","0","199.0","0.0","0.07462686567164178","0.0","true"
"Tcp","4","76946","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.016129032258064516","0.0","true"
